F/C EXP;F/C IC;F/C LS/HS;F/C FSP;F/C FSV;F/C FT;F/C CD;F/C TRAIN;F/C RAW;F/C ST;F ST;SDRV SD;SDRV[14:9];SDRV[8:0];TTM;SPV XYV;SPV XYW;SPV SI;SPV SDX;SPV SDY ;CDD;STM;STATE RDY;STATE DRV;STATE FYV;STATE FXV;STATE FYW;STATE FXW;STATE FI;STATE ST;TEMP0;TEMP1;SUNX;SUNY;SUNX1;SUNY1;SUNX2;SUNY2;SUNVX;SUNVY;SUNI;ECC_ERR;CDS;RADDR;EADDR
2;5;1;0;0;1;1;1;0;0;0;1;28;3;9477;4;3;2;12;14;59683;3578808084;1;1;1;0;1;0;0;1;128;69;24674;37451;54284;60141;3494;39771;42595;56023;43475;15219;44114;64988;0
1;6;1;0;0;1;1;1;0;0;0;1;28;226;42947;4;1;1;3;15;23455;2029564501;1;1;0;1;1;0;1;3;174;12;22935;45708;20484;27179;60512;13579;42102;2737;52730;27851;35442;46616;0
0;7;1;0;0;1;1;1;0;0;1;1;28;146;34364;3;0;3;7;10;13402;143112064;1;1;0;0;1;0;1;1;2;88;13084;43845;40273;32967;13788;390;50248;46322;17680;20396;55510;7095;0
31;7;1;0;0;1;1;1;0;0;0;0;28;110;9832;6;1;2;3;10;53496;2439385577;1;0;0;0;0;0;1;7;220;88;32871;62386;50823;54229;37323;51409;37875;60018;36334;41062;46452;42072;0
30;0;0;1;0;1;1;1;0;0;0;0;29;36;60356;0;3;2;10;10;40082;302103656;0;0;0;1;1;1;1;4;146;138;16561;41196;10737;40252;1932;14727;37461;48759;11;33403;54255;646;0
29;1;0;1;0;1;1;1;0;0;1;1;29;0;22404;6;3;0;0;2;25512;2085541748;1;1;1;1;0;1;1;7;14;146;57858;12229;6603;44832;10852;6417;45039;14274;36631;64622;33686;41939;0
28;2;0;1;0;1;1;1;0;0;1;1;29;160;56752;2;2;0;12;2;38888;336760096;0;1;1;1;1;0;1;7;96;155;54344;5475;1290;1957;40558;56904;30951;20468;24051;36075;13440;41192;0
27;3;0;1;0;1;1;1;0;0;1;0;29;72;27202;3;2;3;7;4;4328;1494713927;0;1;1;1;1;0;0;6;105;219;42728;24293;11285;48039;55505;12453;29344;21434;39136;30040;53977;19520;0
26;4;0;1;0;1;1;1;0;0;1;1;29;103;2862;0;0;1;13;15;12069;1321341281;0;0;1;1;0;0;0;5;123;150;26926;36890;59837;46336;39729;37206;61052;2710;37289;43198;7828;11626;0
25;5;0;1;0;1;1;1;0;0;1;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;6;0;1;0;1;1;1;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;168;32903;15890;0;0;0;0;0;0;0;0;16960;125;0
23;7;0;1;0;1;1;1;0;0;0;0;29;0;0;0;0;0;0;0;49152;1839202374;0;0;1;1;0;0;0;2;33;3;1558;0;0;0;0;0;0;0;0;0;0;0;0
22;0;1;1;0;1;1;1;0;0;0;0;29;0;0;0;0;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34688;49276;2212;2;0;0;0;0;0;0
21;1;1;1;0;1;1;1;0;0;0;0;29;0;0;7;2;0;8;12;0;0;0;1;0;0;0;0;0;0;29;253;59928;33005;21930;11328;1188;0;0;0;0;0;0;0;0
20;2;1;1;0;1;1;1;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;3;1;1;0;1;1;1;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;4;1;1;0;1;1;1;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;399;10444;16483;28467;63776;542;0;0;0;0;0;0;0
17;5;1;1;0;1;1;1;0;0;1;0;29;210;57344;0;0;0;0;0;0;935620992;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;6;1;1;0;1;1;1;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57403;1;0;0;0;0;0;0;0;0;0;0;0
15;7;1;1;0;1;1;1;0;0;0;0;29;0;61440;1;2;2;12;2;548;3845655512;0;0;0;0;0;0;1;3;0;5;1098;31645;29719;22025;50863;38431;38058;51802;53642;9556;50446;29347;0
14;0;0;0;1;1;1;1;0;0;0;1;30;19;40837;5;3;0;6;2;26009;3654504814;1;1;0;0;1;0;0;2;24;254;24908;5699;44034;4200;17080;13421;32058;61631;58917;15531;19245;38129;0
13;1;0;0;1;1;1;1;0;0;0;1;30;120;46464;3;0;0;7;14;20786;740816547;1;1;0;0;0;0;1;0;253;104;13900;35279;39029;7625;52173;55420;5210;62273;64911;23356;19648;11945;0
12;2;0;0;1;1;1;1;0;0;1;0;30;124;53180;6;0;1;7;3;48348;2143428614;0;0;0;0;1;1;1;6;135;219;61600;35228;54393;53738;2715;12541;5477;54000;4987;12074;53854;27190;0
11;3;0;0;1;1;1;1;0;0;1;0;30;86;8262;7;0;3;9;11;7642;3868231170;0;1;1;1;0;1;1;3;9;72;41493;55765;16947;63475;23007;28240;62725;45808;28421;23344;43047;3127;0
10;4;0;0;1;1;1;1;0;0;0;1;30;199;25532;5;2;1;9;13;56419;3098545438;0;1;1;0;1;0;0;0;178;10;35221;10806;25072;55678;23509;16723;38354;40437;34746;46179;63823;59418;0
9;5;0;0;1;1;1;1;0;0;1;1;30;227;61613;2;0;1;9;6;55762;2657208682;0;0;1;1;0;1;1;6;46;54;41405;23523;45263;687;37374;32144;55362;14180;29012;20684;43309;58270;0
7;7;0;0;1;1;1;1;0;0;1;0;30;125;58721;4;3;1;10;12;63350;2316516365;0;0;0;0;1;1;0;3;146;47;5276;48061;11953;44403;30314;8432;54194;7217;4544;46931;55882;55934;0
6;0;1;0;1;1;1;1;0;0;0;0;30;195;24437;3;2;3;12;0;8999;1449172817;0;1;1;0;0;0;1;3;76;73;8714;61517;60084;52613;49926;43533;61828;32430;20803;46083;54885;11686;0
5;1;1;0;1;1;1;1;0;0;0;0;30;171;51967;6;0;1;4;11;33191;3283531331;1;0;0;0;1;1;1;3;76;179;19781;34512;17946;61012;35495;5465;55900;12009;7050;58716;46146;46792;0
4;2;1;0;1;1;1;1;0;0;0;1;30;76;24697;3;0;2;7;3;41780;3871089244;1;0;1;1;0;0;0;3;139;155;46696;19699;59905;6973;5100;48804;28780;52726;52666;9272;62542;16138;0
3;3;1;0;1;1;1;1;0;0;1;0;30;58;16490;7;2;0;8;1;42714;2000664335;1;1;1;1;1;0;0;1;112;15;43014;64744;1049;38557;10276;6282;34610;22600;18035;52579;53850;11048;0
2;4;1;0;1;1;1;1;0;0;0;0;30;243;49102;5;1;2;2;5;46927;1165799967;0;0;1;1;1;1;1;4;209;254;16036;24334;4671;7128;15676;7604;46838;28696;19411;18009;63346;54836;0
1;5;1;0;1;1;1;1;0;0;0;0;30;228;35554;3;0;2;7;14;7183;1076790923;0;1;1;1;1;1;1;7;109;167;9850;53499;60474;65328;31226;61370;20839;24245;24651;28524;35486;26960;0
0;6;1;0;1;1;1;1;0;0;1;1;30;163;49187;6;1;0;1;15;3298;2498769891;0;1;1;1;1;1;0;2;127;67;37969;11133;1037;25839;59706;17462;45602;41504;47007;18418;22531;42072;0
31;6;1;0;1;1;1;1;0;0;1;1;30;216;31081;2;3;1;0;5;26530;3417586897;0;0;0;1;1;0;1;1;11;161;63990;52437;28972;43284;5758;49339;27552;50423;11069;15445;15368;11058;0
30;7;1;0;1;1;1;1;0;0;1;1;30;26;33305;3;0;1;8;9;62415;1678277643;1;1;0;1;0;0;1;1;153;113;27178;7101;10002;34170;10655;20339;54688;7455;60982;32764;57023;37301;0
28;1;0;1;1;1;1;1;0;0;1;1;31;220;21001;1;1;3;4;15;49220;755245080;0;0;0;0;1;1;1;5;205;234;7598;43362;16563;3405;42380;58197;62987;49696;15113;26447;61409;44069;0
25;4;0;1;1;1;1;1;0;0;0;1;31;117;9818;1;2;1;8;15;19240;2355761565;1;0;1;1;1;0;0;0;51;58;21642;58318;7191;56442;30485;61485;50485;36135;31293;28937;45300;21173;0
24;5;0;1;1;1;1;1;0;0;0;1;31;18;56283;4;2;3;14;4;28307;2911464497;0;0;1;0;1;0;1;3;205;252;34441;12080;14677;13509;53302;52908;6015;62940;2017;27459;47901;2889;0
23;6;0;1;1;1;1;1;0;0;1;0;31;35;46667;5;0;3;15;13;35773;11633184;1;1;1;0;1;0;1;2;211;68;60051;802;51155;9590;34527;56533;53100;36735;20378;3624;44749;47121;0
22;7;0;1;1;1;1;1;0;0;0;1;31;186;2044;3;3;3;4;10;45459;2580625432;0;0;1;1;0;0;0;4;210;92;6285;18409;38404;22254;14335;33119;61637;38225;42869;9759;32331;8345;0
21;0;1;1;1;1;1;1;0;0;1;0;31;133;31226;1;2;0;0;3;54080;3632620538;0;1;1;1;0;1;1;2;176;239;31419;17241;19965;36000;56611;16021;16239;48384;36630;18429;24863;56086;0
20;1;1;1;1;1;1;1;0;0;1;1;31;118;45391;1;2;2;12;6;3062;2503166611;0;1;1;0;0;0;0;2;175;145;25878;54230;17498;15986;19109;57415;5754;39609;62400;48874;65286;64132;0
19;2;1;1;1;1;1;1;0;0;1;0;31;210;4556;1;3;2;13;5;5343;618358331;1;0;1;1;0;1;1;0;161;207;21007;45848;29060;741;10510;20766;12097;34856;48250;53472;44771;27576;0
18;3;1;1;1;1;1;1;0;0;1;1;31;12;23240;7;2;0;8;9;36432;3743566694;0;0;0;1;1;1;1;7;194;249;43710;22628;49958;35748;49034;52923;16666;127;55463;37211;47470;26599;0
17;4;1;1;1;1;1;1;0;0;1;0;31;53;50221;5;3;0;12;4;2939;2992570923;0;0;0;0;1;0;1;4;80;53;56552;5923;11189;24005;1144;43531;41853;36165;33729;24292;11801;5837;0
16;5;1;1;1;1;1;1;0;0;0;0;31;58;20437;2;3;0;0;4;40672;933006241;1;0;0;1;0;0;1;0;84;14;63455;8077;64127;19120;61366;50933;44189;50801;55332;32129;37518;28824;0
15;6;1;1;1;1;1;1;0;0;0;1;31;198;56125;6;0;3;14;13;2266;3424272097;1;0;0;0;0;0;1;2;17;19;38021;32921;58390;18350;60851;61803;47139;283;51685;47056;43793;60784;0
14;7;1;1;1;1;1;1;0;0;0;1;31;207;49834;0;2;0;10;2;32319;2389146965;1;0;1;1;0;1;1;6;13;136;35764;42190;63404;5349;24726;2387;23302;34004;21124;52644;28357;56885;0
13;0;0;0;0;0;0;0;1;0;0;0;32;244;40121;3;0;1;9;1;58891;515802175;0;1;0;0;0;1;1;3;158;80;32012;45339;55050;54974;39286;20701;28289;55077;18422;32108;56443;48704;0
12;1;0;0;0;0;0;0;1;0;0;1;32;71;17313;0;0;2;14;5;5262;708701122;1;0;1;0;1;0;0;5;204;165;28923;46070;16563;27567;54836;24367;26666;37653;65093;31058;51476;61942;0
11;2;0;0;0;0;0;0;1;0;0;1;32;79;22968;5;3;2;11;7;24117;2582979615;0;1;0;1;0;0;1;6;248;58;48014;13416;12064;33615;61800;7997;23892;2556;44295;56701;61056;48418;0
10;3;0;0;0;0;0;0;1;0;1;1;32;115;23999;7;2;2;5;12;20470;1826663427;1;1;1;0;1;1;0;2;141;79;14541;56827;28990;9618;57270;57328;9758;51820;1336;19301;25959;7390;0
9;4;0;0;0;0;0;0;1;0;1;1;32;201;23607;1;0;3;10;5;56058;2853670736;0;1;0;0;1;1;0;4;243;63;5474;40793;34303;59106;35793;10983;63690;7574;41926;56830;12033;36570;0
8;5;0;0;0;0;0;0;1;0;0;0;32;46;50702;1;1;2;12;13;31375;3002500410;0;0;1;1;0;0;1;2;93;28;51723;984;24680;18225;51143;19349;646;41373;58505;49831;39744;32477;0
7;6;0;0;0;0;0;0;1;0;0;0;32;64;5270;7;3;3;5;0;23730;460426240;0;0;0;1;1;0;1;6;204;123;52733;6078;30024;34624;16216;3985;44772;56492;42027;691;52576;33239;0
6;7;0;0;0;0;0;0;1;0;1;0;32;163;54731;4;2;1;14;7;19213;975468771;0;0;1;1;1;0;0;2;233;98;29739;64726;38135;64720;357;49048;18612;62533;27234;9812;48227;5738;0
5;0;1;0;0;0;0;0;1;0;0;1;32;252;41317;3;2;0;11;4;43792;3378719942;1;0;1;1;1;0;1;0;233;55;17920;17359;63779;62841;65193;30958;9036;20355;22875;65415;25725;45544;0
4;1;1;0;0;0;0;0;1;0;0;0;32;174;25318;5;1;0;4;11;293;572339731;1;0;0;1;0;0;0;6;225;236;29484;54100;19855;55195;7530;734;435;2824;58385;27640;60416;43763;0
3;2;1;0;0;0;0;0;1;0;0;1;32;85;3691;3;0;3;13;8;62373;1334088371;0;0;1;1;0;1;0;3;21;114;59932;34820;62578;33684;40766;56015;140;43049;33558;62314;22736;63672;0
2;3;1;0;0;0;0;0;1;0;0;1;32;121;36937;6;1;0;10;5;12862;15344740;0;1;1;1;1;1;1;5;68;190;17563;13223;3881;42418;49600;37606;58217;62521;13017;29440;30487;28698;0
1;4;1;0;0;0;0;0;1;0;0;1;32;96;60205;1;1;1;15;8;2587;2369880640;0;0;0;1;0;1;1;7;237;56;25182;61553;33056;5140;20912;18798;58526;15149;52607;1668;43369;60318;0
0;5;1;0;0;0;0;0;1;0;0;0;32;122;61565;4;1;3;2;15;16136;3104470929;1;0;0;0;1;0;0;2;105;10;55552;28266;30930;20177;57561;61786;31380;19863;38721;45429;15897;65235;0
31;5;1;0;0;0;0;0;1;0;0;1;32;42;33677;5;3;2;8;9;51584;2276126359;0;1;0;0;1;1;1;5;42;17;36780;55879;5491;52514;40342;58927;200;19982;4422;24982;39056;47650;0
30;6;1;0;0;0;0;0;1;0;0;0;32;191;6811;6;3;0;11;7;51931;3505391946;1;1;0;0;1;0;1;6;46;28;61;51144;3103;4134;54023;43089;12490;6240;12839;23941;1765;55293;0
29;7;1;0;0;0;0;0;1;0;1;1;32;245;19534;1;1;0;7;11;927;4003592805;0;1;1;1;0;0;0;3;54;1;37656;6888;50199;22002;43039;24437;8079;3522;27104;8400;54069;13703;0
28;0;0;1;0;0;0;0;1;0;0;0;33;236;42680;3;2;0;2;11;11153;276170662;0;0;0;1;0;1;1;3;128;189;59936;113;9531;42053;63343;7908;54234;27838;64597;1834;39386;64727;0
27;1;0;1;0;0;0;0;1;0;0;0;33;128;31162;0;1;0;6;13;28191;1224788765;0;1;0;1;1;1;1;6;133;206;46453;35356;4930;21763;17229;35488;1945;48687;34493;51203;25065;52550;0
26;2;0;1;0;0;0;0;1;0;1;0;33;71;54313;3;3;3;5;2;12681;3498367093;1;0;1;1;0;1;1;1;214;231;7087;15384;34582;4417;8203;13877;54510;62958;51908;7821;44393;29897;0
25;3;0;1;0;0;0;0;1;0;1;1;33;123;807;3;2;0;3;1;16202;250574980;1;1;0;0;0;1;0;0;60;210;15678;41037;46551;57979;64942;65069;5637;5529;55092;46712;22681;526;0
24;4;0;1;0;0;0;0;1;0;0;1;33;59;62989;6;1;2;5;6;526;715624277;0;1;0;0;1;1;1;3;210;92;32432;56301;38926;24935;34069;21122;36280;78;59102;50336;11049;28295;0
23;5;0;1;0;0;0;0;1;0;1;0;33;94;23;5;0;3;2;9;41305;1362677321;1;0;0;1;0;0;1;1;93;158;65205;32798;37630;32241;50530;31674;4745;50738;13481;9173;17635;17078;0
22;6;0;1;0;0;0;0;1;0;0;1;33;128;46985;3;1;1;14;7;34089;14510266;1;0;1;1;0;0;0;2;181;173;32541;337;53874;48749;34802;8511;26873;61484;23241;43010;35459;32189;0
21;7;0;1;0;0;0;0;1;0;0;0;33;168;20869;0;0;0;5;13;14405;2100752543;0;0;0;0;1;1;0;5;42;135;31572;32922;4807;64133;20530;370;28809;44474;10058;23184;36053;60236;0
20;0;1;1;0;0;0;0;1;0;0;1;33;129;26418;7;0;3;5;0;3919;4015816761;0;0;0;0;1;0;1;3;90;22;7894;26941;65333;60448;64744;60307;6029;34194;23861;45680;52835;10241;0
19;1;1;1;0;0;0;0;1;0;0;0;33;196;64332;2;0;1;2;13;14722;632910684;1;1;1;0;1;0;0;2;43;154;57695;9296;17133;22541;49000;214;24858;35583;44053;32286;43378;16956;0
18;2;1;1;0;0;0;0;1;0;1;1;33;229;41837;5;2;2;12;12;48150;1593025825;0;1;1;0;1;0;0;4;0;142;14;45350;16852;61411;14911;25735;62580;14168;41632;50500;19842;2560;0
17;3;1;1;0;0;0;0;1;0;0;0;33;56;5441;2;2;2;3;2;1061;64254230;1;0;0;1;1;1;0;3;250;57;47668;47702;17671;30650;47484;16412;55556;7106;54882;31474;47674;20698;0
16;4;1;1;0;0;0;0;1;0;0;0;33;238;23531;0;2;2;5;1;36156;1060142764;1;1;1;0;1;0;1;6;132;37;53171;24583;63685;1080;14482;19772;39057;17490;20718;43444;58043;39660;0
15;5;1;1;0;0;0;0;1;0;0;0;33;170;38910;0;3;0;2;3;32803;52134748;0;1;0;1;1;0;1;0;114;163;6064;37907;57941;37067;55353;23955;49607;60416;55209;51195;32716;61906;0
13;7;1;1;0;0;0;0;1;0;0;0;33;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;0;0;0;1;0;0;0;1;0;0;0;34;0;14317;7;3;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;20763;47105;29997;1;0;0;0;0;0;0;0;0;0
11;1;0;0;1;0;0;0;1;0;0;0;34;16;0;4;2;3;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2;0;0;1;0;0;0;1;0;0;0;34;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;78;0;8508;1;0;0;0;0;45888;36895;35165;3;0;0
9;3;0;0;1;0;0;0;1;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9728;454;17664;35902;0;0;0;0;0
8;4;0;0;1;0;0;0;1;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;7;0;0;1;0;0;0;1;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;192;202;31880;0;0;0;0;0;35570;2;0;0;0;0;0
4;0;1;0;1;0;0;0;1;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49152;15551;0;0;0;0;0
3;1;1;0;1;0;0;0;1;0;1;1;34;174;3201;2;2;1;10;0;29733;976632060;1;0;0;0;0;1;1;3;114;65;23512;11129;49275;21422;44470;31379;57399;17962;63841;2666;16671;26746;0
2;2;1;0;1;0;0;0;1;0;1;1;34;245;18900;1;2;1;8;5;1519;848500894;1;1;0;1;1;0;1;3;62;225;55710;3330;52948;24759;15701;11715;12470;2086;54799;27226;28915;3504;0
1;3;1;0;1;0;0;0;1;0;1;1;34;14;37832;0;1;2;9;9;61532;3570657653;0;1;0;1;0;0;1;1;150;205;48535;13451;63233;65115;33438;15038;2494;1720;18553;38409;40890;17795;0
0;4;1;0;1;0;0;0;1;0;1;0;34;237;55285;4;0;3;8;4;42874;1612410607;1;0;0;0;1;0;1;5;8;48;49387;7609;2430;25346;26649;52588;53144;27557;40221;29034;55681;48957;0
31;4;1;0;1;0;0;0;1;0;1;0;34;164;4616;4;2;3;13;1;51764;2330646729;1;0;0;1;0;0;0;1;109;198;22777;27337;19821;26509;22572;36825;6093;54713;8784;45831;42089;33251;0
29;6;1;0;1;0;0;0;1;0;0;0;34;73;55895;1;3;1;12;5;56845;1423897556;0;0;1;0;0;0;0;1;216;19;24236;44761;8020;18642;5318;35280;39943;20291;65382;31500;57492;2961;0
28;7;1;0;1;0;0;0;1;0;0;1;34;198;14996;0;0;2;13;12;6441;2539048902;0;1;0;0;0;0;0;2;114;42;24945;12424;59580;3154;2522;44198;39554;36836;17168;38496;7499;32761;0
27;0;0;1;1;0;0;0;1;0;1;0;35;206;17164;0;3;2;14;5;21192;2632251359;1;1;0;1;0;1;1;7;0;0;52794;63457;32795;57007;17106;18450;64512;63908;13151;59253;4307;22820;0
26;1;0;1;1;0;0;0;1;0;0;0;35;69;57257;7;3;1;5;8;22190;4129054429;1;0;1;0;1;1;1;6;155;111;19405;3652;49068;61781;39217;32708;34586;34446;30567;55966;60748;63421;0
25;2;0;1;1;0;0;0;1;0;1;0;35;55;63483;3;3;3;15;4;32340;217790371;1;1;1;1;0;0;1;5;41;253;39456;6989;61367;54538;55176;42707;2022;59947;62946;59644;919;56221;0
24;3;0;1;1;0;0;0;1;0;0;1;35;27;23659;6;3;0;0;6;37212;1814488496;0;1;1;1;1;0;0;0;174;221;21685;13555;8702;44373;60019;34077;37457;854;60737;28530;13968;60152;0
23;4;0;1;1;0;0;0;1;0;1;0;35;92;37478;1;3;2;5;13;3506;421914742;1;1;0;0;1;1;1;3;166;145;49835;46898;8175;42742;51302;14380;8552;39133;6084;39352;33667;21021;0
22;5;0;1;1;0;0;0;1;0;0;0;35;250;17866;1;3;1;4;1;3598;1598875061;1;0;1;0;0;1;1;0;103;59;62054;23900;59812;49519;50339;31740;28982;45374;43457;49541;49209;45421;0
21;6;0;1;1;0;0;0;1;0;0;0;35;96;4663;0;1;1;7;15;31287;1976970086;0;1;0;0;1;0;0;2;72;103;33573;44059;55990;9174;15081;16264;57258;13334;20858;54804;26913;37264;0
20;7;0;1;1;0;0;0;1;0;1;1;35;153;438;0;3;0;12;0;48722;1238281104;1;0;0;0;0;0;0;0;51;208;61897;16377;20083;49003;54286;19780;31738;2991;16523;33990;58982;48826;0
19;0;1;1;1;0;0;0;1;0;1;1;35;133;56204;4;2;3;1;12;37163;1988501622;0;1;1;0;1;0;0;0;209;16;12260;54753;15205;24420;38507;32306;19771;24448;18709;7274;60350;43505;0
18;1;1;1;1;0;0;0;1;0;0;0;35;235;7653;7;2;3;7;7;4287;3881510417;1;1;0;0;0;1;0;4;23;235;58753;45902;11073;19452;5106;23623;15070;43361;7057;43044;29066;56761;0
17;2;1;1;1;0;0;0;1;0;0;1;35;177;19981;3;1;3;3;2;45439;3537768023;1;0;0;0;0;0;0;2;129;230;15954;50141;53274;62369;59259;40047;24963;13001;30691;27152;56663;49081;0
16;3;1;1;1;0;0;0;1;0;1;0;35;28;23981;1;0;2;0;1;23711;1421650777;0;0;1;0;0;1;0;6;10;86;36788;33355;8529;47879;8898;536;24959;63626;11202;45537;49043;20041;0
15;4;1;1;1;0;0;0;1;0;0;0;35;215;3691;0;3;3;3;9;60615;1127633311;1;1;0;0;0;1;1;4;22;117;18263;41905;29567;58386;36818;10339;3454;13181;8531;53437;11173;51416;0
14;5;1;1;1;0;0;0;1;0;1;1;35;19;25400;7;1;3;2;0;48892;2904183942;1;0;1;0;1;0;0;1;232;249;39708;25595;22227;52918;19491;25240;12247;51970;26269;22147;38904;10212;0
13;6;1;1;1;0;0;0;1;0;1;1;35;192;49993;7;2;2;1;9;6263;2202572337;1;0;0;1;1;0;1;1;140;214;56569;53534;57049;41272;64275;41076;40091;10192;50578;11310;50435;1257;0
12;7;1;1;1;0;0;0;1;0;0;0;35;84;60521;2;2;1;1;15;35739;2967592478;0;0;1;0;1;1;1;7;144;90;588;41414;18022;7863;27090;54876;18209;33169;51949;58215;10402;17214;0
11;0;0;0;0;1;0;0;1;0;1;1;36;57;21657;2;0;1;8;9;47966;1666203620;0;0;0;1;0;0;0;3;104;192;56128;7551;11598;746;48998;64330;38528;23306;29630;25353;41170;45206;0
10;1;0;0;0;1;0;0;1;0;0;0;36;233;57072;0;0;0;8;4;14423;175948621;1;1;1;0;1;1;0;1;221;41;64186;44553;32057;22088;51621;34818;22096;510;48345;61571;55397;27000;0
9;2;0;0;0;1;0;0;1;0;0;1;36;36;24770;1;2;2;6;11;30085;2356254194;0;1;0;1;0;0;0;6;108;56;25275;49957;12001;25397;27037;55240;36539;33778;60522;46402;13712;64946;0
8;3;0;0;0;1;0;0;1;0;1;0;36;128;22239;1;3;2;11;3;50622;3862819051;1;1;1;0;1;1;1;4;123;20;53958;43672;18212;39947;61703;23205;10149;29607;13469;48948;26225;8779;0
7;4;0;0;0;1;0;0;1;0;0;1;36;220;18016;7;0;1;6;10;44562;3652294951;1;1;1;1;0;1;1;3;99;117;20412;18070;58259;49139;25324;23432;36721;47947;57087;54345;3205;28555;0
6;5;0;0;0;1;0;0;1;0;1;1;36;8;23203;6;3;3;3;12;11756;2492679343;1;0;0;0;0;1;0;2;204;190;48242;53379;37412;43179;26252;29753;53177;63458;1800;29333;25926;43580;0
5;6;0;0;0;1;0;0;1;0;0;1;36;125;54308;7;0;2;14;1;15134;393073666;0;1;1;0;0;1;0;3;24;105;61578;64003;24389;54040;1984;54783;12235;45697;1484;30865;2407;5565;0
4;7;0;0;0;1;0;0;1;0;1;1;36;244;45015;6;0;3;4;3;19304;4207083751;1;1;1;0;0;0;0;4;196;224;56618;63919;45443;36759;17452;10597;40000;10773;54112;4454;57273;34446;0
3;0;1;0;0;1;0;0;1;0;1;0;36;42;32483;2;1;2;4;4;35559;3100998692;1;0;0;0;0;1;1;3;41;129;20075;8195;1504;61644;53382;32137;53306;20045;36856;42933;13846;48946;0
2;1;1;0;0;1;0;0;1;0;1;0;36;229;17094;2;2;3;5;10;15885;289029743;0;1;0;1;0;0;1;1;31;149;1029;19559;22008;29579;32774;29703;12962;42586;52274;51531;34022;17337;0
1;2;1;0;0;1;0;0;1;0;1;1;36;119;1938;3;2;3;3;9;24346;830701974;1;1;0;1;1;0;1;6;249;140;13116;64235;14558;5025;29947;39840;34918;23445;18264;63152;38062;54586;0
0;3;1;0;0;1;0;0;1;0;0;0;36;46;5400;5;1;0;6;10;37897;3597846708;1;0;1;0;1;1;1;1;220;111;39436;6860;3734;35872;38904;15696;36682;23065;17166;39550;17345;50094;0
31;3;1;0;0;1;0;0;1;0;1;1;36;238;19139;0;2;0;8;8;6367;4222927097;1;1;0;1;0;1;0;3;245;171;49201;60205;63665;54590;55130;280;3560;24854;22147;54586;62541;8233;0
30;4;1;0;0;1;0;0;1;0;1;0;36;187;44366;2;0;0;10;1;31781;116162862;1;0;0;1;1;1;0;4;204;70;41988;22691;49919;8560;47953;22975;46889;42604;19951;47146;14609;50244;0
29;5;1;0;0;1;0;0;1;0;1;1;36;100;40960;7;2;3;5;7;3094;2456900131;1;0;1;1;0;1;0;4;103;28;11784;50611;34092;1555;34273;60294;33126;63576;35101;60736;38496;36455;0
28;6;1;0;0;1;0;0;1;0;1;1;36;96;54620;3;3;2;1;14;22598;2679995189;0;1;0;1;1;1;0;0;209;24;4127;4982;61407;47595;52405;64793;61555;41;49865;52169;16831;30158;0
27;7;1;0;0;1;0;0;1;0;1;0;36;193;58666;5;3;0;10;10;30500;1076318794;0;0;0;0;1;0;1;7;145;38;5535;47348;29364;41479;49942;36211;32919;35666;19641;40527;23312;15669;0
26;0;0;1;0;1;0;0;1;0;0;1;37;41;60198;4;3;1;5;5;33036;3170337733;0;0;0;1;0;1;0;2;3;162;12299;51101;26187;60206;2799;44462;45808;44385;22432;2754;54692;6031;0
25;1;0;1;0;1;0;0;1;0;1;0;37;236;22597;2;3;2;6;14;17739;525384220;1;1;1;1;0;0;0;4;204;191;710;20277;49802;46467;5030;7282;50082;24228;38150;22058;18937;28750;0
20;6;0;1;0;1;0;0;1;0;1;1;37;154;41120;2;0;0;9;2;50179;1320135022;0;1;0;1;0;1;1;6;64;23;6075;51428;7983;12562;42912;14970;2750;47384;22008;39966;4412;1620;0
